region_lluvias_fecha_solicitud,cve_concatenada,cve_ent,cve_mun,nombre_mun,entidad,org_cuenca,clv_oc,con_cuenca,cve_conc,msm_20260131,sps_20260131,ahorro_uso_eficiente_20260131,prob_ambiental,t_prob_ambiental,prob_economica,t_prob_economica,prob_social,t_prob_social
Region A - Primeros Quince dias habiles de cada Diciembre,7032,7,32,Escuintla,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,36.1,Baja,36.25,Baja,24.91038569,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7033,7,33,Francisco Leon,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,90.31,Muy Alta,60.02,Alta,72.04981381,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7034,7,34,Frontera Comalapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,26.59,Baja,2.05,Muy Baja,12.92168996,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7035,7,35,Frontera Hidalgo,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,71.89,Alta,77.22,Alta,79.85525655,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7036,7,36,La Grandeza,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,38.39,Baja,13.05,Muy Baja,10.00927459,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7037,7,37,Huehuetan,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,99.82,Muy Alta,85.21,Muy Alta,56.30344476,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7038,7,38,Huixtan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,81.83,Muy Alta,76.39,Alta,58.19644049,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7039,7,39,Huitiupan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,33.4,Baja,23.15,Baja,45.74315444,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7040,7,40,Huixtla,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,55.64,Media,83.92,Muy Alta,16.69836104,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7041,7,41,La Independencia,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,62.93,Alta,87.0,Muy Alta,19.37601265,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7042,7,42,Ixhuatan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,40.49,Media,47.87,Media,8.048759537,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7043,7,43,Ixtacomitan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,74.6,Alta,66.59,Alta,47.99868153,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7044,7,44,Ixtapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,63.62,Alta,54.5,Media,37.58621204,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7045,7,45,Ixtapangajoya,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,39.32,Baja,35.07,Baja,63.74994278,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7046,7,46,Jiquipilas,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,98.28,Muy Alta,46.16,Media,13.97741648,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7047,7,47,Jitotol,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,29.67,Baja,22.53,Baja,18.01640828,Muy Baja
Region C - Primeros 8 dias habiles de CADA MES,7048,7,48,Juarez,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,52.97,Media,38.19,Baja,32.93686304,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7049,7,49,Larrainzar,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,22.63,Baja,16.99,Muy Baja,10.53829367,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7050,7,50,La Libertad,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,28.61,Baja,34.5,Baja,36.01236063,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7051,7,51,Mapastepec,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,15.75,Muy Baja,51.95,Media,31.77799132,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7052,7,52,Las Margaritas,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D1,PRE-ALERTA,15%,61.11,Alta,78.67,Alta,33.15794914,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7053,7,53,Mazapa de Madero,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,42.39,Media,20.81,Baja,11.69431082,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7054,7,54,Mazatan,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,29.76,Baja,76.1,Alta,42.2260778,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7055,7,55,Metapa,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,64.96,Alta,72.48,Alta,24.55702964,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7056,7,56,Mitontic,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,32.52,Baja,9.66,Muy Baja,59.70127219,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7057,7,57,Motozintla,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,47.0,Media,49.06,Media,11.30763894,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7058,7,58,Nicolas Ruiz,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,62.79,Alta,38.71,Baja,14.27745383,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7059,7,59,Ocosingo,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D1,NARANJA,25%,40.13,Media,31.44,Baja,91.02728172,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7060,7,60,Ocotepec,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,92.39,Muy Alta,73.98,Alta,73.00428204,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7061,7,61,Ocozocoautla de Espinosa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,50.8,Media,100.0,Muy Alta,85.98458277,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7062,7,62,Ostuacan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,80.35,Muy Alta,73.57,Alta,73.41285967,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7063,7,63,Osumacinta,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,21.24,Baja,42.91,Media,51.13907667,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7064,7,64,Oxchuc,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,74.65,Alta,25.8,Baja,99.68474785,Muy Alta
Region C - Primeros 8 dias habiles de CADA MES,7065,7,65,Palenque,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D1,AMARILLO,15%,43.77,Media,59.13,Media,45.65789372,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7066,7,66,Pantelho,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,31.37,Baja,14.52,Muy Baja,88.7744441,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7067,7,67,Pantepec,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,48.03,Media,59.88,Media,60.77088327,Alta
Region C - Primeros 8 dias habiles de CADA MES,7068,7,68,Pichucalco,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,49.2,Media,71.47,Alta,73.23486242,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7069,7,69,Pijijiapan,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,42.75,Media,70.94,Alta,85.17399316,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7070,7,70,El Porvenir,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,42.04,Media,32.4,Baja,3.37892762,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7071,7,71,Villa Comaltitlan,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,97.77,Muy Alta,59.39,Media,75.24137369,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7072,7,72,Pueblo Nuevo Solistahuacan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,30.38,Baja,31.05,Baja,37.40394542,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7073,7,73,Rayon,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,33.32,Baja,39.94,Baja,46.51521694,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7074,7,74,Reforma,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,51.85,Media,48.85,Media,48.55402366,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7075,7,75,Las Rosas,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,36.46,Baja,26.26,Baja,80.66662755,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7076,7,76,Sabanilla,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,29.01,Baja,38.11,Baja,58.07314488,Media
Region C - Primeros 8 dias habiles de CADA MES,7077,7,77,Salto de Agua,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,17.75,Muy Baja,33.73,Baja,70.52952483,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7078,7,78,San Cristobal de las Casas,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,74.81,Alta,95.46,Muy Alta,46.31298431,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7079,7,79,San Fernando,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,40.77,Media,60.48,Alta,63.59432752,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7080,7,80,Siltepec,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,30.62,Baja,20.82,Baja,25.08064922,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7081,7,81,Simojovel,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,37.38,Baja,34.42,Baja,55.51120798,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7082,7,82,Sitala,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,34.56,Baja,10.11,Muy Baja,99.99977014,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7083,7,83,Socoltenango,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,85.1,Muy Alta,24.92,Baja,47.57013542,Media
Region C - Primeros 8 dias habiles de CADA MES,7084,7,84,Solosuchiapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,56.15,Media,47.7,Media,50.28135719,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7085,7,85,Soyalo,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,52.46,Media,50.87,Media,58.88330191,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7086,7,86,Suchiapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,62.37,Alta,55.26,Media,66.50379822,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7087,7,87,Suchiate,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,62.79,Alta,20.32,Baja,94.1859154,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7088,7,88,Sunuapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,62.13,Alta,45.3,Media,75.39145702,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7089,7,89,Tapachula,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,57.72,Media,64.26,Alta,20.02714917,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7090,7,90,Tapalapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,61.29,Alta,42.95,Media,30.63749391,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7091,7,91,Tapilula,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,30.44,Baja,46.26,Media,28.27225808,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7092,7,92,Tecpatan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,88.33,Muy Alta,86.81,Muy Alta,86.26250167,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7093,7,93,Tenejapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,68.93,Alta,54.91,Media,41.79957387,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7094,7,94,Teopisca,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,20.32,Baja,67.93,Alta,82.2259795,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7096,7,96,Tila,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,28.4,Baja,27.83,Baja,78.11920295,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7097,7,97,Tonala,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,60.62,Alta,57.63,Media,30.14437692,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7098,7,98,Totolapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,64.66,Alta,43.4,Media,76.95649733,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7099,7,99,La Trinitaria,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,76.22,Alta,34.35,Baja,65.92767883,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7100,7,100,Tumbala,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,23.24,Baja,11.44,Muy Baja,69.12910605,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7101,7,101,Tuxtla Gutierrez,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,99.95,Muy Alta,100.0,Muy Alta,16.96618593,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7102,7,102,Tuxtla Chico,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,66.89,Alta,71.15,Alta,85.14443324,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7103,7,103,Tuzantan,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,56.45,Media,65.92,Alta,59.01852884,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7104,7,104,Tzimol,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,82.02,Muy Alta,59.43,Media,75.25067181,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7105,7,105,Union Juarez,Chiapas,Frontera Sur,XI,Costa de Chiapas,23,sin dato,SIN SEQUIA,SIN REDUCCION,52.43,Media,69.39,Alta,57.85025235,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7106,7,106,Venustiano Carranza,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,91.86,Muy Alta,43.09,Media,76.28193861,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7107,7,107,Villa Corzo,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,95.1,Muy Alta,96.89,Muy Alta,85.01478116,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7108,7,108,Villaflores,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,84.35,Muy Alta,99.96,Muy Alta,32.43590873,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7109,7,109,Yajalon,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,52.49,Media,45.65,Media,59.87914913,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7110,7,110,San Lucas,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,91.16,Muy Alta,61.14,Alta,55.26870286,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7111,7,111,Zinacantan,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,69.34,Alta,57.05,Media,85.23176187,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7112,7,112,San Juan Cancuc,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,54.12,Media,11.3,Muy Baja,89.88809477,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7113,7,113,Aldama,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,46.82,Media,22.84,Baja,36.46348933,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7114,7,114,Benemerito de las Americas,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,68.26,Alta,49.22,Media,70.13382821,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7115,7,115,Maravilla Tenejapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,23.91,Baja,29.85,Baja,78.31548159,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7116,7,116,Marques de Comillas,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,59.05,Media,40.53,Media,70.39902523,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7117,7,117,Montecristo de Guerrero,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,1.97,Muy Baja,9.96,Muy Baja,20.70950779,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7118,7,118,San Andres Duraznal,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,0.8,Muy Baja,12.37,Muy Baja,55.19432985,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7119,7,119,Santiago el Pinar,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,16.91,Muy Baja,19.95,Muy Baja,40.73248734,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7120,7,120,Capitan Luis angel Vidal,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,1.4,Muy Baja,19.23,Muy Baja,38.97627851,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,7121,7,121,Rincon Chamula San Pedro,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,2.56,Muy Baja,15.86,Muy Baja,74.68423702,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7122,7,122,El Parral,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,93.09,Muy Alta,88.17,Muy Alta,77.49026487,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7123,7,123,Emiliano Zapata,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,sin dato,SIN SEQUIA,SIN REDUCCION,99.86,Muy Alta,88.04,Muy Alta,75.38837223,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,7124,7,124,Mezcalapa,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,24,D0,PRE-ALERTA,10%,79.97,Alta,75.98,Alta,44.79363435,Media
Region A - Primeros Quince dias habiles de cada Diciembre,7125,7,125,Honduras de la Sierra,Chiapas,Frontera Sur,XI,Rios Grijalva y Usumacinta,25,sin dato,SIN SEQUIA,SIN REDUCCION,,,,,,
Region A - Primeros Quince dias habiles de cada Diciembre,8001,8,1,Ahumada,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,55.46,Media,79.85,Alta,79.12605667,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8002,8,2,Aldama,Chihuahua,Rio Bravo,VI,Rio Bravo,12,D0,PRE-ALERTA,10%,51.27,Media,31.4,Baja,45.55296297,Media
Region A - Primeros Quince dias habiles de cada Diciembre,8003,8,3,Allende,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,94.44,Muy Alta,89.79,Muy Alta,91.7752823,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8004,8,4,Aquiles Serdan,Chihuahua,Rio Bravo,VI,Rio Bravo,12,D0,PRE-ALERTA,10%,99.26,Muy Alta,83.1,Muy Alta,81.20555688,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8005,8,5,Ascension,Chihuahua,Rio Bravo,VI,Rio Bravo,12,D2,ROJO,30%,58.55,Media,37.83,Baja,76.75359425,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8006,8,6,Bachiniva,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,67.48,Alta,91.15,Muy Alta,80.81747722,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8007,8,7,Balleza,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,57.58,Media,33.33,Baja,89.0000515,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8008,8,8,Batopilas,Chihuahua,Pacifico Norte,III,Rios Fuerte y Sinaloa,6,sin dato,SIN SEQUIA,SIN REDUCCION,50.68,Media,11.74,Muy Baja,99.88248722,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8009,8,9,Bocoyna,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,62.21,Alta,57.39,Media,99.99850827,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8010,8,10,Buenaventura,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,56.68,Media,18.21,Muy Baja,80.16586183,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8011,8,11,Camargo,Chihuahua,Rio Bravo,VI,Rio Bravo,12,D1,NARANJA,25%,77.2,Alta,67.68,Alta,65.89430252,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8012,8,12,Carichi,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,55.15,Media,54.85,Media,94.42712541,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8013,8,13,Casas Grandes,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,52.41,Media,51.65,Media,99.97788973,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,8014,8,14,Coronado,Chihuahua,Rio Bravo,VI,Rio Bravo,12,sin dato,SIN SEQUIA,SIN REDUCCION,92.59,Muy Alta,89.99,Muy Alta,92.37639408,Muy Alta
